id	multiplicon	basecluster	gene_x	gene_y	coord_x	coord_y	is_real_anchorpoint
3264	79	121	AT4G16141	AT3G16870	1308	1507	-1
3265	79	121	AT4G16150	AT3G16940	1312	1513	-1
3266	79	121	AT4G16155	AT3G16950	1313	1514	-1
3267	79	121	AT4G16195	AT3G16970	1319	1516	-1
3268	79	121	AT4G16270	AT3G17070	1327	1525	-1
3269	80	122	AT4G05570	AT5G28980	511	2422	-1
3270	80	122	AT4G05580	AT5G28990	512	2423	-1
3271	80	122	AT4G05581	AT5G28970	513	2421	-1
3272	80	122	AT4G05636	AT5G32161	521	2447	-1
3273	80	122	AT4G06490	AT5G29050	523	2426	-1
3274	80	122	AT4G06603	AT5G29020	528	2425	-1
3275	80	122	AT4G06724	AT5G31838	533	2445	-1
3276	80	122	AT4G07340	AT5G33200	540	2460	-1
3277	80	122	AT4G07440	AT5G33410	546	2476	-1
3278	80	122	AT4G07500	AT5G34855	552	2488	-1
3279	80	122	AT4G07515	AT5G34881	553	2491	-1
3280	80	122	AT4G07800	AT5G34540	564	2481	-1
3281	80	122	AT4G07943	AT5G34820	569	2484	-1
3282	80	122	AT4G07944	AT5G35020	570	2498	-1
3283	80	122	AT4G08025	AT5G34881	577	2491	-1
3284	81	123	AT1G68710	AT1G13210	4851	1126	-1
3285	81	123	AT1G68780	AT1G13230	4859	1128	-1
3286	81	123	AT1G68790	AT1G13220	4860	1127	-1
3287	81	123	AT1G68840	AT1G13260	4866	1131	-1
3288	81	123	AT1G68930	AT1G13410	4876	1146	-1
3289	81	123	AT1G69250	AT1G13730	4904	1172	-1
3290	81	123	AT1G69260	AT1G13740	4905	1173	-1
3291	81	123	AT1G69295	AT1G13830	4909	1181	-1
3292	81	123	AT1G69325	AT1G13920	4912	1187	-1
3293	81	123	AT1G69360	AT1G13940	4916	1189	-1
3294	81	123	AT1G69410	AT1G13950	4921	1190	-1
3295	81	123	AT1G69460	AT1G14010	4926	1196	-1
3296	81	123	AT1G69480	AT1G14040	4928	1199	-1
3297	81	123	AT1G69640	AT1G14290	4945	1216	-1
3298	81	123	AT1G69790	AT1G14370	4959	1225	-1
3299	82	124	AT4G23170	AT1G63550	1924	4395	-1
3300	82	124	AT4G23470	AT1G63830	1934	4413	-1
3301	82	124	AT4G23530	AT1G63930	1941	4419	-1
3302	82	124	AT4G23550	AT1G64000	1943	4426	-1
3303	82	124	AT4G23630	AT1G64090	1950	4433	-1
3304	82	124	AT4G23690	AT1G64160	1955	4441	-1
3305	82	124	AT4G23700	AT1G64170	1956	4442	-1
3306	82	124	AT4G23740	AT1G64210	1960	4448	-1
3307	82	124	AT4G23850	AT1G64400	1970	4467	-1
3308	82	124	AT4G23920	AT1G64440	1980	4471	-1
3309	82	124	AT4G23930	AT1G64450	1981	4472	-1
3310	82	124	AT4G24020	AT1G64530	1989	4479	-1
3311	82	124	AT4G24050	AT1G64590	1992	4485	-1
3312	82	124	AT4G24060	AT1G64620	1993	4488	-1
3313	82	124	AT4G24140	AT1G64670	2000	4494	-1
3314	83	125	AT4G34440	AT2G18470	2977	990	-1
3315	83	125	AT4G34530	AT2G18300	2984	974	-1
3316	83	125	AT4G34580	AT2G18180	2990	960	-1
3317	83	125	AT4G34590	AT2G18160	2991	958	-1
3318	83	125	AT4G34760	AT2G18010	3007	944	-1
3319	83	125	AT4G35020	AT2G17800	3024	922	-1
3320	83	125	AT4G35200	AT2G17680	3042	906	-1
3321	83	125	AT4G35310	AT2G17890	3053	931	-1
3322	83	125	AT4G35480	AT2G17730	3069	914	-1
3323	83	125	AT4G35840	AT2G17450	3101	888	-1
3324	83	125	AT4G36070	AT2G17290	3123	873	-1
3325	83	125	AT4G36140	AT2G16870	3131	838	-1
3326	83	125	AT4G36160	AT2G17040	3132	852	-1
3327	83	125	AT4G36360	AT2G16730	3143	825	-1
3328	83	125	AT4G36410	AT2G16740	3148	826	-1
3329	84	126	AT2G30830	AT1G78440	2091	5702	-1
3330	84	126	AT2G30900	AT1G78710	2095	5724	-1
3331	84	126	AT2G30933	AT1G78520	2100	5708	-1
3332	84	126	AT2G31110	AT1G78710	2120	5724	-1
3333	84	126	AT2G31160	AT1G78815	2124	5732	-1
3334	84	126	AT2G31290	AT1G79120	2136	5759	-1
3335	84	126	AT2G31400	AT1G79080	2148	5755	-1
3336	84	126	AT2G31800	AT1G79570	2183	5795	-1
3337	84	126	AT2G31910	AT1G79400	2193	5780	-1
3338	84	126	AT2G32040	AT1G79710	2208	5808	-1
3339	84	126	AT2G32120	AT1G79920	2215	5830	-1
3340	84	126	AT2G32250	AT1G80010	2226	5837	-1
3341	84	126	AT2G32300	AT1G79800	2233	5817	-1
3342	84	126	AT2G32370	AT1G79840	2239	5821	-1
3343	84	126	AT2G32630	AT1G80150	2260	5850	-1
3344	85	127	AT5G35740	AT1G64760	2564	4502	-1
3345	85	127	AT5G35917	AT1G64900	2582	4516	-1
3346	85	127	AT5G36100	AT1G65090	2596	4531	-1
3347	85	127	AT5G36230	AT1G65220	2607	4537	-1
3348	85	127	AT5G36260	AT1G65240	2610	4539	-1
3349	85	127	AT5G36930	AT1G65390	2632	4555	-1
3350	85	128	AT5G37040	AT1G66490	2642	4644	-1
3351	85	128	AT5G37210	AT1G66440	2657	4640	-1
3352	85	128	AT5G37450	AT1G66150	2673	4617	-1
3353	85	128	AT5G37650	AT1G66000	2694	4603	-1
3354	85	128	AT5G37790	AT1G66150	2705	4617	-1
3355	85	128	AT5G37920	AT1G66000	2714	4603	-1
3356	85	128	AT5G38120	AT1G65880	2725	4593	-1
3357	85	128	AT5G38240	AT1G65790	2734	4586	-1
3358	85	128	AT5G38340	AT1G65850	2742	4590	-1
3359	86	129	AT2G35840	AT3G52340	2569	3573	-1
3360	86	129	AT2G35850	AT3G52360	2570	3575	-1
3361	86	129	AT2G35860	AT3G52370	2571	3576	-1
3362	86	129	AT2G35930	AT3G52450	2578	3584	-1
3363	86	129	AT2G35960	AT3G52470	2581	3586	-1
3364	86	129	AT2G36050	AT3G52540	2589	3594	-1
3365	86	129	AT2G36060	AT3G52560	2590	3596	-1
3366	86	129	AT2G36160	AT3G52580	2598	3598	-1
3367	86	129	AT2G36170	AT3G52590	2599	3599	-1
3368	86	129	AT2G36190	AT3G52600	2601	3600	-1
3369	86	129	AT2G36220	AT3G52710	2604	3608	-1
3370	86	129	AT2G36250	AT3G52750	2607	3612	-1
3371	86	129	AT2G36350	AT3G52890	2619	3624	-1
3372	86	129	AT2G36355	AT3G52900	2620	3625	-1
3373	87	130	AT4G38140	AT1G76410	3308	5516	-1
3374	87	130	AT4G38170	AT1G76320	3311	5508	-1
3375	87	130	AT4G38390	AT1G76270	3332	5503	-1
3376	87	130	AT4G38420	AT1G76160	3334	5492	-1
3377	87	130	AT4G38510	AT1G76030	3343	5479	-1
3378	87	130	AT4G38660	AT1G75800	3356	5464	-1
3379	87	130	AT4G38790	AT1G75760	3366	5460	-1
3380	87	130	AT4G38840	AT1G75580	3371	5445	-1
3381	87	130	AT4G38920	AT1G75630	3377	5449	-1
3382	87	130	AT4G38960	AT1G75540	3381	5442	-1
3383	87	130	AT4G39140	AT1G75400	3394	5430	-1
3384	87	130	AT4G39170	AT1G75370	3397	5427	-1
3385	87	130	AT4G39230	AT1G75280	3402	5422	-1
3386	87	130	AT4G39250	AT1G75250	3404	5419	-1
3387	88	131	AT2G37620	AT5G59370	2740	4664	-1
3388	88	131	AT2G37650	AT5G59450	2743	4672	-1
3389	88	131	AT2G37710	AT5G59260	2749	4654	-1
3390	88	131	AT2G37925	AT5G59030	2764	4636	-1
3391	88	131	AT2G37930	AT5G59020	2765	4635	-1
3392	88	131	AT2G37950	AT5G59000	2767	4633	-1
3393	88	131	AT2G38010	AT5G58980	2774	4631	-1
3394	88	131	AT2G38070	AT5G58930	2780	4626	-1
3395	88	131	AT2G38080	AT5G58910	2781	4624	-1
3396	88	131	AT2G38090	AT5G58900	2782	4623	-1
3397	88	131	AT2G38240	AT5G58660	2794	4604	-1
3398	88	131	AT2G38320	AT5G58600	2802	4598	-1
3399	88	131	AT2G38380	AT5G58390	2809	4577	-1
3400	88	131	AT2G38490	AT5G58380	2820	4576	-1
3401	89	132	AT5G39320	AT5G15490	2809	1289	-1
3402	89	132	AT5G39360	AT5G15440	2813	1284	-1
3403	89	132	AT5G39580	AT5G15180	2831	1260	-1
3404	89	132	AT5G39680	AT5G15300	2840	1272	-1
3405	89	132	AT5G39700	AT5G15310	2842	1273	-1
3406	89	132	AT5G39710	AT5G15280	2843	1270	-1
3407	89	132	AT5G39760	AT5G15210	2847	1263	-1
3408	89	132	AT5G39850	AT5G15200	2854	1262	-1
3409	89	132	AT5G39860	AT5G15160	2855	1258	-1
3410	89	132	AT5G39890	AT5G15120	2859	1254	-1
3411	89	132	AT5G39990	AT5G15050	2869	1247	-1
3412	89	132	AT5G40330	AT5G14750	2895	1224	-1
3413	89	132	AT5G40400	AT5G14770	2900	1226	-1
3414	89	132	AT5G40440	AT5G14720	2903	1221	-1
3415	90	133	AT2G28740	AT5G59690	1934	4688	-1
3416	90	133	AT2G29020	AT5G59410	1952	4668	-1
3417	90	133	AT2G29220	AT5G59260	1967	4654	-1
3418	90	133	AT2G29380	AT5G59220	1969	4650	-1
3419	90	133	AT2G29400	AT5G59160	1971	4645	-1
3420	90	133	AT2G29510	AT5G59020	1975	4635	-1
3421	90	133	AT2G29620	AT5G58880	1987	4621	-1
3422	90	133	AT2G29960	AT5G58710	2010	4607	-1
3423	90	133	AT2G30010	AT5G58600	2016	4598	-1
3424	90	133	AT2G30060	AT5G58590	2020	4597	-1
3425	90	133	AT2G30240	AT5G58460	2036	4583	-1
3426	90	133	AT2G30360	AT5G58380	2046	4576	-1
3427	90	133	AT2G30400	AT5G58360	2051	4573	-1
3428	90	133	AT2G30500	AT5G58320	2060	4569	-1
3429	91	134	AT1G25550	AT1G13300	2166	1135	-1
3430	91	134	AT1G26270	AT1G13640	2188	1165	-1
3431	91	134	AT1G26450	AT1G13830	2200	1181	-1
3432	91	134	AT1G26580	AT1G13880	2212	1184	-1
3433	91	134	AT1G26620	AT1G13940	2215	1189	-1
3434	91	134	AT1G26630	AT1G13950	2216	1190	-1
3435	91	134	AT1G26690	AT1G14010	2223	1196	-1
3436	91	134	AT1G26730	AT1G14040	2226	1199	-1
3437	91	134	AT1G26800	AT1G14200	2234	1209	-1
3438	91	134	AT1G26820	AT1G14210	2236	1211	-1
3439	91	134	AT1G26910	AT1G14320	2245	1219	-1
3440	91	134	AT1G26930	AT1G14330	2247	1220	-1
3441	91	134	AT1G26970	AT1G14370	2252	1225	-1
3442	92	135	AT2G18750	AT5G57580	1014	4493	-1
3443	92	135	AT2G18800	AT5G57530	1019	4490	-1
3444	92	135	AT2G18876	AT5G57410	1026	4480	-1
3445	92	135	AT2G19160	AT5G57270	1049	4465	-1
3446	92	135	AT2G19240	AT5G57210	1055	4461	-1
3447	92	135	AT2G19470	AT5G57015	1075	4439	-1
3448	92	135	AT2G19480	AT5G56950	1076	4433	-1
3449	92	135	AT2G19500	AT5G56970	1078	4435	-1
3450	92	135	AT2G19620	AT5G56750	1090	4419	-1
3451	92	135	AT2G19740	AT5G56710	1101	4415	-1
3452	92	135	AT2G19750	AT5G56670	1102	4413	-1
3453	92	135	AT2G19760	AT5G56600	1103	4407	-1
3454	92	135	AT2G19800	AT5G56640	1106	4411	-1
3455	93	136	AT2G02800	AT1G69790	144	4959	-1
3456	93	136	AT2G03030	AT1G69550	164	4937	-1
3457	93	136	AT2G03060	AT1G69540	167	4935	-1
3458	93	136	AT2G03090	AT1G69530	169	4934	-1
3459	93	136	AT2G03290	AT1G69460	183	4926	-1
3460	93	136	AT2G03505	AT1G69295	202	4909	-1
3461	93	136	AT2G03640	AT1G69250	212	4904	-1
3462	93	136	AT2G03680	AT1G69230	214	4902	-1
3463	93	136	AT2G03710	AT1G69120	216	4893	-1
3464	93	136	AT2G03720	AT1G69080	217	4890	-1
3465	93	136	AT2G03730	AT1G69040	218	4886	-1
3466	93	136	AT2G03880	AT1G68930	228	4876	-1
3467	93	136	AT2G04038	AT1G68880	241	4871	-1
3468	94	137	AT2G23060	AT5G67430	1408	5417	-1
3469	94	137	AT2G23140	AT5G67340	1416	5406	-1
3470	94	137	AT2G23150	AT5G67330	1417	5405	-1
3471	94	137	AT2G23190	AT5G67310	1421	5403	-1
3472	94	137	AT2G23290	AT5G67300	1427	5402	-1
3473	94	137	AT2G23300	AT5G67200	1428	5392	-1
3474	94	137	AT2G23340	AT5G67190	1431	5391	-1
3475	94	137	AT2G23520	AT5G66950	1447	5368	-1
3476	94	137	AT2G23630	AT5G66920	1451	5365	-1
3477	94	137	AT2G23660	AT5G66870	1453	5362	-1
3478	94	138	AT2G23690	AT5G66580	1456	5335	-1
3479	94	138	AT2G23700	AT5G66600	1457	5337	-1
3480	94	138	AT2G23790	AT5G66650	1463	5339	-1
3481	95	139	AT2G02730	AT1G27000	136	2253	-1
3482	95	139	AT2G02800	AT1G26970	144	2252	-1
3483	95	139	AT2G02870	AT1G26930	150	2247	-1
3484	95	139	AT2G02980	AT1G26900	159	2244	-1
3485	95	139	AT2G02990	AT1G26820	160	2236	-1
3486	95	139	AT2G03090	AT1G26770	169	2230	-1
3487	95	139	AT2G03240	AT1G26730	180	2226	-1
3488	95	139	AT2G03290	AT1G26690	183	2223	-1
3489	95	139	AT2G03470	AT1G26580	199	2212	-1
3490	95	139	AT2G03505	AT1G26450	202	2200	-1
3491	95	139	AT2G03520	AT1G26440	204	2199	-1
3492	95	139	AT2G03710	AT1G26310	216	2191	-1
3493	95	139	AT2G03890	AT1G26270	229	2188	-1
3494	96	140	AT4G22620	AT3G60690	1874	4297	-1
3495	96	140	AT4G22750	AT3G60800	1886	4308	-1
3496	96	140	AT4G22770	AT3G60870	1889	4315	-1
3497	96	140	AT4G22940	AT3G61160	1904	4339	-1
3498	96	140	AT4G22950	AT3G61120	1905	4335	-1
3499	96	140	AT4G23340	AT3G61400	1926	4362	-1
3500	96	140	AT4G23400	AT3G61430	1928	4366	-1
3501	96	140	AT4G23500	AT3G61490	1938	4372	-1
3502	96	140	AT4G23630	AT3G61560	1950	4378	-1
3503	96	140	AT4G23730	AT3G61610	1959	4383	-1
3504	96	140	AT4G23750	AT3G61630	1961	4385	-1
3505	96	140	AT4G23980	AT3G61830	1986	4405	-1
3506	96	140	AT4G24060	AT3G61850	1993	4407	-1
3507	97	141	AT2G05080	AT5G37110	316	2649	-1
3508	97	141	AT2G05082	AT5G37090	317	2648	-1
3509	97	141	AT2G05090	AT5G37080	318	2647	-1
3510	97	141	AT2G05480	AT5G36734	343	2621	-1
3511	97	141	AT2G05562	AT5G36840	348	2624	-1
3512	97	141	AT2G05850	AT5G36180	366	2602	-1
3513	97	141	AT2G05860	AT5G36050	367	2594	-1
3514	97	141	AT2G05940	AT5G35960	375	2586	-1
3515	97	141	AT2G06120	AT5G35794	389	2571	-1
3516	97	141	AT2G06610	AT5G35655	404	2553	-1
3517	97	141	AT2G06620	AT5G35650	405	2552	-1
3518	97	141	AT2G06630	AT5G35646	406	2551	-1
3519	97	141	AT2G07630	AT5G35250	444	2516	-1
3520	98	142	AT1G65380	AT1G63430	4554	4384	-1
3521	98	142	AT1G65440	AT1G63210	4559	4368	-1
3522	98	142	AT1G65680	AT1G62980	4578	4349	-1
3523	98	142	AT1G65840	AT1G62830	4588	4334	-1
3524	98	142	AT1G65860	AT1G62540	4591	4316	-1
3525	98	142	AT1G65910	AT1G62700	4595	4323	-1
3526	98	142	AT1G65990	AT1G62270	4602	4291	-1
3527	98	142	AT1G66150	AT1G61860	4617	4267	-1
3528	98	142	AT1G66270	AT1G61810	4630	4265	-1
3529	98	142	AT1G66345	AT1G61870	4634	4268	-1
3530	98	142	AT1G66420	AT1G61730	4638	4257	-1
3531	98	142	AT1G66440	AT1G61710	4640	4255	-1
3532	98	142	AT1G66460	AT1G61590	4641	4243	-1
3533	99	143	AT5G64960	AT5G10270	5173	826	-1
3534	99	143	AT5G64990	AT5G10260	5176	825	-1
3535	99	143	AT5G65010	AT5G10240	5178	823	-1
3536	99	143	AT5G65020	AT5G10220	5179	822	-1
3537	99	143	AT5G65030	AT5G10210	5180	821	-1
3538	99	143	AT5G65050	AT5G10140	5182	814	-1
3539	99	143	AT5G65100	AT5G10120	5184	812	-1
3540	99	143	AT5G65120	AT5G10110	5186	811	-1
3541	99	143	AT5G65140	AT5G10100	5188	810	-1
3542	99	143	AT5G65180	AT5G10060	5193	806	-1
3543	99	143	AT5G65205	AT5G10050	5195	805	-1
3544	99	143	AT5G65210	AT5G10030	5197	803	-1
3545	100	144	AT1G73480	AT1G18360	5264	1583	-1
3546	100	144	AT1G73500	AT1G18350	5266	1582	-1
3547	100	144	AT1G73540	AT1G18300	5269	1576	-1
3548	100	144	AT1G73550	AT1G18280	5270	1574	-1
3549	100	144	AT1G73570	AT1G18260	5271	1571	-1
3550	100	144	AT1G73620	AT1G18250	5277	1570	-1
3551	100	144	AT1G73630	AT1G18210	5278	1568	-1
3552	100	144	AT1G73640	AT1G18200	5279	1567	-1
3553	100	144	AT1G73650	AT1G18180	5280	1565	-1
3554	100	144	AT1G73655	AT1G18170	5281	1564	-1
3555	100	144	AT1G73660	AT1G18160	5282	1563	-1
3556	100	144	AT1G73760	AT1G17970	5291	1550	-1
3557	101	145	AT4G28330	AT1G03730	2404	250	-1
3558	101	145	AT4G28440	AT1G03810	2416	258	-1
3559	101	145	AT4G28510	AT1G03860	2424	263	-1
3560	101	145	AT4G28520	AT1G03880	2425	265	-1
3561	101	145	AT4G28540	AT1G03930	2427	270	-1
3562	101	145	AT4G28556	AT1G03982	2429	276	-1
3563	101	145	AT4G28570	AT1G03990	2431	277	-1
3564	101	145	AT4G28640	AT1G04100	2437	287	-1
3565	101	145	AT4G28710	AT1G04160	2445	293	-1
3566	101	145	AT4G28720	AT1G04180	2446	295	-1
3567	101	145	AT4G28890	AT1G04360	2460	310	-1
3568	101	145	AT4G29080	AT1G04550	2478	328	-1
3569	102	146	AT5G14940	AT1G27040	1239	2255	-1
3570	102	146	AT5G15020	AT1G27220	1246	2269	-1
3571	102	146	AT5G15080	AT1G26970	1250	2252	-1
3572	102	146	AT5G15150	AT1G26960	1257	2251	-1
3573	102	146	AT5G15160	AT1G26945	1258	2249	-1
3574	102	146	AT5G15300	AT1G26900	1272	2244	-1
3575	102	146	AT5G15310	AT1G26780	1273	2231	-1
3576	102	146	AT5G15490	AT1G26570	1289	2211	-1
3577	102	146	AT5G15660	AT1G26510	1305	2205	-1
3578	102	146	AT5G15800	AT1G26310	1319	2191	-1
3579	102	146	AT5G15860	AT1G26120	1325	2175	-1
3580	102	146	AT5G16000	AT1G26150	1337	2178	-1
3581	103	147	AT2G07710	AT5G32410	497	2448	-1
3582	103	147	AT2G10110	AT5G32169	515	2438	-1
3583	103	147	AT2G10175	AT5G31838	516	2445	-1
3584	103	147	AT2G10460	AT5G33200	523	2460	-1
3585	103	147	AT2G10980	AT5G32621	540	2458	-1
3586	103	147	AT2G10980	AT5G34838	540	2486	-1
3587	103	147	AT2G11015	AT5G33898	544	2479	-1
3588	103	147	AT2G11345	AT5G34820	549	2484	-1
3589	103	147	AT2G11360	AT5G35040	550	2501	-1
3590	103	147	AT2G11370	AT5G35035	551	2500	-1
3591	103	147	AT2G12130	AT5G35020	563	2498	-1
3592	103	147	AT2G12700	AT5G35035	582	2500	-1
3593	104	148	AT4G16620	AT5G47470	1365	3556	-1
3594	104	148	AT4G16670	AT5G47440	1370	3552	-1
3595	104	148	AT4G16750	AT5G47220	1379	3533	-1
3596	104	148	AT4G16780	AT5G47370	1382	3545	-1
3597	104	148	AT4G16830	AT5G47210	1387	3532	-1
3598	104	148	AT4G16835	AT5G47460	1388	3555	-1
3599	104	148	AT4G17160	AT5G47200	1407	3531	-1
3600	104	148	AT4G17200	AT5G47300	1410	3540	-1
3601	104	148	AT4G17505	AT5G46810	1438	3498	-1
3602	104	148	AT4G17585	AT5G46600	1448	3478	-1
3603	104	148	AT4G17740	AT5G46390	1466	3463	-1
3604	104	148	AT4G17800	AT5G46640	1473	3481	-1
3605	105	149	AT4G36000	AT1G75800	3117	5464	-1
3606	105	149	AT4G36180	AT1G75640	3134	5450	-1
3607	105	149	AT4G36260	AT1G75520	3140	5440	-1
3608	105	149	AT4G36410	AT1G75440	3148	5433	-1
3609	105	149	AT4G36490	AT1G75370	3156	5427	-1
3610	105	149	AT4G36570	AT1G75250	3165	5419	-1
3611	105	149	AT4G36640	AT1G75170	3172	5411	-1
3612	105	149	AT4G36780	AT1G75080	3186	5403	-1
3613	105	149	AT4G36830	AT1G75000	3191	5398	-1
3614	105	149	AT4G36900	AT1G74930	3198	5392	-1
3615	105	149	AT4G37010	AT1G74740	3209	5377	-1
3616	105	149	AT4G37380	AT1G74400	3239	5349	-1
3617	106	150	AT3G55700	AT3G11340	3890	968	-1
3618	106	150	AT3G55730	AT3G11440	3892	977	-1
3619	106	150	AT3G55890	AT3G11230	3907	957	-1
3620	106	150	AT3G55970	AT3G11180	3915	953	-1
3621	106	150	AT3G56090	AT3G11050	3925	942	-1
3622	106	150	AT3G56350	AT3G10920	3950	928	-1
3623	106	150	AT3G56580	AT3G10815	3973	916	-1
3624	106	150	AT3G56590	AT3G10810	3974	915	-1
3625	106	150	AT3G56660	AT3G10800	3981	914	-1
3626	106	150	AT3G56680	AT3G10770	3983	911	-1
3627	106	150	AT3G56760	AT3G10660	3991	901	-1
3628	106	150	AT3G56780	AT3G10750	3993	909	-1
3629	107	151	AT4G33560	AT2G14070	2889	634	-1
3630	107	151	AT4G33700	AT2G14520	2904	659	-1
3631	107	151	AT4G33710	AT2G14580	2905	664	-1
3632	107	151	AT4G33810	AT2G14690	2913	673	-1
3633	107	151	AT4G33880	AT2G14760	2916	679	-1
3634	107	151	AT4G33890	AT2G14850	2917	688	-1
3635	107	151	AT4G33905	AT2G14860	2919	689	-1
3636	107	152	AT4G33985	AT2G15590	2930	735	-1
3637	107	152	AT4G34040	AT2G15530	2935	729	-1
3638	107	152	AT4G34110	AT2G15500	2942	727	-1
3639	107	152	AT4G34131	AT2G15480	2944	726	-1
3640	107	152	AT4G34220	AT2G15300	2954	713	-1
3641	108	153	AT4G38140	AT1G20823	3308	1799	-1
3642	108	153	AT4G38260	AT1G20740	3320	1793	-1
3643	108	153	AT4G38340	AT1G20640	3327	1785	-1
3644	108	153	AT4G38390	AT1G20550	3332	1778	-1
3645	108	153	AT4G38510	AT1G20260	3343	1757	-1
3646	108	153	AT4G38660	AT1G20030	3356	1739	-1
3647	108	153	AT4G38790	AT1G19970	3366	1733	-1
3648	108	153	AT4G38840	AT1G19830	3371	1718	-1
3649	108	153	AT4G39140	AT1G19680	3394	1705	-1
3650	108	153	AT4G39170	AT1G19650	3397	1702	-1
3651	108	153	AT4G39230	AT1G19540	3402	1694	-1
3652	108	153	AT4G39620	AT1G19290	3430	1667	-1
3653	109	154	AT4G00660	AT3G61240	69	4349	-1
3654	109	154	AT4G00670	AT3G61260	70	4351	-1
3655	109	154	AT4G00700	AT3G61300	74	4353	-1
3656	109	155	AT4G00880	AT3G61900	92	4413	-1
3657	109	155	AT4G00940	AT3G61850	100	4407	-1
3658	109	155	AT4G01090	AT3G61670	117	4389	-1
3659	109	155	AT4G01160	AT3G61600	124	4382	-1
3660	109	155	AT4G01230	AT3G61560	131	4378	-1
3661	109	155	AT4G01360	AT3G61500	145	4373	-1
3662	109	155	AT4G01470	AT3G61430	154	4366	-1
3663	109	155	AT4G01570	AT3G61360	163	4358	-1
3664	109	155	AT4G01680	AT3G61250	175	4350	-1
3665	110	156	AT4G11140	AT3G61630	846	4385	-1
3666	110	156	AT4G11220	AT3G61560	854	4378	-1
3667	110	156	AT4G11280	AT3G61510	860	4374	-1
3668	110	156	AT4G11360	AT3G61460	866	4369	-1
3669	110	156	AT4G11590	AT3G61340	883	4356	-1
3670	110	156	AT4G11610	AT3G61300	885	4353	-1
3671	110	156	AT4G11680	AT3G61180	892	4343	-1
3672	110	156	AT4G11690	AT3G61360	893	4358	-1
3673	110	156	AT4G11880	AT3G61120	909	4335	-1
3674	110	156	AT4G12050	AT3G60870	925	4315	-1
3675	110	156	AT4G12410	AT3G60690	949	4297	-1
3676	110	156	AT4G12880	AT3G60270	986	4260	-1
3677	111	157	AT2G01950	AT1G72180	91	5154	-1
3678	111	157	AT2G02020	AT1G72120	97	5150	-1
3679	111	157	AT2G02220	AT1G72180	108	5154	-1
3680	111	157	AT2G02450	AT1G71930	117	5131	-1
3681	111	157	AT2G02800	AT1G71830	144	5121	-1
3682	111	157	AT2G02860	AT1G71880	149	5127	-1
3683	111	157	AT2G03060	AT1G71692	167	5105	-1
3684	111	157	AT2G03380	AT1G71420	191	5094	-1
3685	111	157	AT2G03710	AT1G71692	216	5105	-1
3686	111	157	AT2G03880	AT1G71420	228	5094	-1
3687	111	157	AT2G03980	AT1G71120	233	5069	-1
3688	111	157	AT2G04040	AT1G71140	243	5071	-1
3689	112	158	AT5G44800	AT1G08600	3332	703	-1
3690	112	158	AT5G44890	AT1G08740	3339	717	-1
3691	112	158	AT5G45390	AT1G09130	3374	749	-1
3692	112	158	AT5G45670	AT1G09390	3397	778	-1
3693	112	158	AT5G45780	AT1G09440	3409	783	-1
3694	112	158	AT5G46100	AT1G09680	3435	806	-1
3695	112	158	AT5G46330	AT1G09970	3458	834	-1
3696	112	158	AT5G46680	AT1G10270	3484	862	-1
3697	112	158	AT5G47050	AT1G10650	3517	901	-1
3698	112	158	AT5G47070	AT1G10620	3519	898	-1
3699	112	158	AT5G47300	AT1G10890	3540	923	-1
3700	112	158	AT5G47360	AT1G10910	3544	925	-1
3701	113	159	AT5G43060	AT1G47128	3157	3170	-1
3702	113	159	AT5G43070	AT1G47200	3158	3171	-1
3703	113	159	AT5G43080	AT1G47210	3159	3172	-1
3704	113	160	AT5G42790	AT1G47250	3126	3174	-1
3705	113	160	AT5G42860	AT1G45688	3135	3160	-1
3706	113	160	AT5G42880	AT1G45545	3137	3158	-1
3707	113	160	AT5G42910	AT1G45249	3141	3153	-1
3708	113	160	AT5G42920	AT1G45233	3142	3151	-1
3709	113	160	AT5G42930	AT1G45201	3143	3147	-1
3710	113	160	AT5G42960	AT1G45170	3147	3143	-1
3711	113	160	AT5G42980	AT1G45145	3150	3139	-1
3712	114	161	AT5G56060	AT1G55790	4362	3924	-1
3713	114	161	AT5G56160	AT1G55690	4372	3915	-1
3714	114	161	AT5G56190	AT1G55680	4375	3914	-1
3715	114	161	AT5G56230	AT1G55640	4379	3909	-1
3716	114	161	AT5G56270	AT1G55600	4382	3905	-1
3717	114	161	AT5G56340	AT1G55530	4390	3897	-1
3718	114	161	AT5G56500	AT1G55490	4399	3893	-1
3719	114	161	AT5G56520	AT1G55365	4401	3885	-1
3720	114	161	AT5G56530	AT1G55360	4402	3884	-1
3721	114	161	AT5G56540	AT1G55330	4403	3881	-1
3722	114	161	AT5G56790	AT1G55200	4422	3868	-1
3723	115	162	AT3G54980	AT5G02860	3823	173	-1
3724	115	162	AT3G55040	AT5G02780	3829	166	-1
3725	115	162	AT3G55050	AT5G02760	3830	164	-1
3726	115	162	AT3G55170	AT5G02610	3839	149	-1
3727	115	162	AT3G55240	AT5G02580	3844	146	-1
3728	115	162	AT3G55370	AT5G02460	3855	134	-1
3729	115	162	AT3G55450	AT5G02290	3863	121	-1
3730	115	162	AT3G55500	AT5G02260	3867	118	-1
3731	115	162	AT3G55605	AT5G02050	3878	98	-1
3732	115	162	AT3G55646	AT5G02020	3883	95	-1
3733	115	162	AT3G55660	AT5G02010	3885	94	-1
3734	116	163	AT3G59040	AT1G05600	4163	431	-1
